"","Especie","Registros","GBIF","CBC","Reino","Filo","Clase","Orden","Familia","Género"
"167","Adelomyia melanogenys",2190,"https://www.gbif.org/species/2476168","https://catalogo.biodiversidad.co/file/56bddf40f0106c67230e72ec/summary","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Adelomyia"
"168","Adelomyrmex vaderi",13,"https://www.gbif.org/species/8047697",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Adelomyrmex"
"169","Adelopsis bifida",6,"https://www.gbif.org/species/10267769",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Leiodidae","Adelopsis"
"170","Adelopsis soacha",2,"https://www.gbif.org/species/10232056",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Leiodidae","Adelopsis"
"171","Adelothecium bogotense",21,"https://www.gbif.org/species/2669647",NA,"Plantae","Bryophyta","Bryopsida","Hookeriales","Daltoniaceae","Adelothecium"
"172","Adelpha erotia",4,"https://www.gbif.org/species/9491874",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis"
"173","Adelpha iphiclus",5,"https://www.gbif.org/species/9541133",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis"
"174","Adelphia hiraea",1,"https://www.gbif.org/species/5635040",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Malpighiaceae","Adelphia"
"175","Adenaria floribunda",43,"https://www.gbif.org/species/7286112","https://catalogo.biodiversidad.co/file/59724edb2f4fd7bc7f3a88c9/summary","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","Adenaria"
"176","Adenocalymma aspericarpum",2,"https://www.gbif.org/species/8188925",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Adenocalymma"
"177","Adenocalymma croatii",3,"https://www.gbif.org/species/8130578",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Adenocalymma"
"178","Adenocalymma dugandii",15,"https://www.gbif.org/species/4091629",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Adenocalymma"
"179","Adenocalymma patulum",10,"https://www.gbif.org/species/8029933",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Adenocalymma"
"180","Adenomera hylaedactyla",12,"https://www.gbif.org/species/2426128",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera"
"181","Adenostemma cuatrecasasii",18,"https://www.gbif.org/species/3094625",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Adenostemma"
"182","Adenostemma fosbergii",1,"https://www.gbif.org/species/3094632",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Adenostemma"
"183","Adenostemma lavenia",1,"https://www.gbif.org/species/3132228",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Adenostemma"
"184","Adesmus leucodryas",2,"https://www.gbif.org/species/1142477",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Adesmus"
"185","Adetus analis",2,"https://www.gbif.org/species/1133204",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Adetus"
"186","Adetus bacillarius",1,"https://www.gbif.org/species/1133235",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Adetus"
"187","Adexia fowleri",1,"https://www.gbif.org/species/2068398",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Flatidae","Adexia"
"188","Adiantopsis propinqua",1,"https://www.gbif.org/species/3750015",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantopsis"
"189","Adiantum andicola",1,"https://www.gbif.org/species/3749431",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"190","Adiantum cajennense",1,"https://www.gbif.org/species/7335587",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"191","Adiantum capillus-veneris",2,"https://www.gbif.org/species/2651816","https://catalogo.biodiversidad.co/file/56cdfe453c16479905cba78b/summary","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"192","Adiantum concinnum",21,"https://www.gbif.org/species/2651835","https://catalogo.biodiversidad.co/file/56ce3ba73c16479905cba794/summary","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"193","Adiantum deflectens",2,"https://www.gbif.org/species/7335373",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"194","Adiantum grossum",23,"https://www.gbif.org/species/3749653",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"195","Adiantum lucidum",2,"https://www.gbif.org/species/2651822",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"196","Adiantum macrophyllum",3,"https://www.gbif.org/species/2651850","https://catalogo.biodiversidad.co/file/56ce489e3c16479905cba798/summary","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"197","Adiantum patens",14,"https://www.gbif.org/species/3746675",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"198","Adiantum petiolatum",7,"https://www.gbif.org/species/2651824","https://catalogo.biodiversidad.co/file/56ce5a6b3c16479905cba79c/summary","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"199","Adiantum poiretii",12,"https://www.gbif.org/species/7335733",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"200","Adiantum polyphyllum",2,"https://www.gbif.org/species/7335723",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"201","Adiantum pulverulentum",2,"https://www.gbif.org/species/2651851",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"202","Adiantum raddianum",35,"https://www.gbif.org/species/2651826","https://catalogo.biodiversidad.co/file/56ce5e683c16479905cba79e/summary","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"203","Adiantum serratodentatum",4,"https://www.gbif.org/species/7335571",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"204","Adiantum tenerum",1,"https://www.gbif.org/species/2651834",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"205","Adiantum tetraphyllum",12,"https://www.gbif.org/species/2651840",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"206","Adiantum tinctum",5,"https://www.gbif.org/species/7335423",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"207","Adiantum villosissimum",1,"https://www.gbif.org/species/3746691",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum"
"208","Adippe alliacea",11,"https://www.gbif.org/species/2021872",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Adippe"
"209","Adneella columbiensis",4,"https://www.gbif.org/species/8295389",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Adneella"
"210","Adonidia merrillii",2,"https://www.gbif.org/species/2738434","https://catalogo.biodiversidad.co/file/56ce64963c16479905cba79f/summary","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Adonidia"
"211","Adphytocoris paramensis",1,"https://www.gbif.org/species/8394342",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Adphytocoris"
"212","Aechmea angustifolia",45,"https://www.gbif.org/species/2698642",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"213","Aechmea chantinii",2,"https://www.gbif.org/species/2698292",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"214","Aechmea distichantha",5,"https://www.gbif.org/species/2698018",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"215","Aechmea fasciata",6,"https://www.gbif.org/species/2698346","https://catalogo.biodiversidad.co/file/56ce78363c16479905cba7a7/summary","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"216","Aechmea fulgens",6,"https://www.gbif.org/species/2698412","https://catalogo.biodiversidad.co/file/56ce7bc03c16479905cba7aa/summary","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"217","Aechmea gamosepala",4,"https://www.gbif.org/species/2698108",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"218","Aechmea huebneri",1,"https://www.gbif.org/species/2698467",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"219","Aechmea latifolia",8,"https://www.gbif.org/species/12234463",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"220","Aechmea longicuspis",1,"https://www.gbif.org/species/2698265",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"221","Aechmea magdalenae",2,"https://www.gbif.org/species/2697829",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"222","Aechmea mariae-reginae",1,"https://www.gbif.org/species/2698364",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"223","Aechmea mexicana",2,"https://www.gbif.org/species/2697954",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"224","Aechmea orlandiana",1,"https://www.gbif.org/species/2697835",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"225","Aechmea paniculigera",22,"https://www.gbif.org/species/2698243",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"226","Aechmea penduliflora",1,"https://www.gbif.org/species/2697887",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"227","Aechmea pineliana",2,"https://www.gbif.org/species/2698460",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"228","Aechmea pubescens",1,"https://www.gbif.org/species/2698312",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"229","Aechmea servitensis",6,"https://www.gbif.org/species/2697951",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"230","Aechmea weilbachii",1,"https://www.gbif.org/species/2698002",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Aechmea"
"231","Aechmutes lycoides",1,"https://www.gbif.org/species/1134930",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Aechmutes"
"232","Aecidium amagense",1,"https://www.gbif.org/species/3375472",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"233","Aecidium bocconiae",1,"https://www.gbif.org/species/3375658",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"234","Aecidium bogotense",1,"https://www.gbif.org/species/3374635",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"235","Aecidium bomolense",1,"https://www.gbif.org/species/3375703",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"236","Aecidium borreriae",1,"https://www.gbif.org/species/3375920",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"237","Aecidium heliopsidis",2,"https://www.gbif.org/species/3374697",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"238","Aecidium lantanae",1,"https://www.gbif.org/species/3375215",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"239","Aecidium liabi",1,"https://www.gbif.org/species/3374684",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"240","Aecidium manettiae",1,"https://www.gbif.org/species/3375018",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"241","Aecidium medellinense",1,"https://www.gbif.org/species/3375843",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"242","Aecidium paramense",2,"https://www.gbif.org/species/3375340",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Aecidium"
"243","Aedes aegypti",7,"https://www.gbif.org/species/1651891",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"244","Aedes bogotanus",10,"https://www.gbif.org/species/1651699",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"245","Aedes deficiens",4,"https://www.gbif.org/species/1652165",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"246","Aedes euiris",103,"https://www.gbif.org/species/1651398",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"247","Aedes fluviatilis",2,"https://www.gbif.org/species/1650959",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"248","Aedes marinkellei",4,"https://www.gbif.org/species/1651104",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"249","Aedes osornoi",29,"https://www.gbif.org/species/1651008",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"250","Aedes pectinatus",5,"https://www.gbif.org/species/1651650",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"251","Aedes scutellalbum",10,"https://www.gbif.org/species/1651049",NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes"
"252","Aegiphila alba",1,"https://www.gbif.org/species/3893622",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"253","Aegiphila anomala",1,"https://www.gbif.org/species/3893596",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"254","Aegiphila bogotensis",41,"https://www.gbif.org/species/7308057",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"255","Aegiphila cuatrecasasii",2,"https://www.gbif.org/species/7308020","https://catalogo.biodiversidad.co/file/594c75a42f4fd7bc7f399259/summary","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"256","Aegiphila elata",3,"https://www.gbif.org/species/2925469",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"257","Aegiphila filipes",4,"https://www.gbif.org/species/3892742",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"258","Aegiphila glabrata",1,"https://www.gbif.org/species/7307971",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"259","Aegiphila grandis",43,"https://www.gbif.org/species/7307949",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"260","Aegiphila hirsuta",1,"https://www.gbif.org/species/7307937",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"261","Aegiphila integrifolia",37,"https://www.gbif.org/species/2925468",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"262","Aegiphila laeta",2,"https://www.gbif.org/species/3892099",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"263","Aegiphila mollis",16,"https://www.gbif.org/species/7307838",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"264","Aegiphila novogranatensis",3,"https://www.gbif.org/species/7307804",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"265","Aegiphila quinduensis",1,"https://www.gbif.org/species/3890863",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"266","Aegiphila ternifolia",2,"https://www.gbif.org/species/7307638",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"267","Aegiphila truncata",13,"https://www.gbif.org/species/3890264",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"268","Aegiphila vallensis",2,"https://www.gbif.org/species/3890174",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila"
"269","Aegithus clavicornis",1,"https://www.gbif.org/species/9290749",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Erotylidae","Aegithus"
"270","Aegolius harrisii",2,"https://www.gbif.org/species/5232210",NA,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Aegolius"
"271","Aegopsis curvicornis",71,"https://www.gbif.org/species/1074209",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aegopsis"
"272","Aeletes simpliculus",2,"https://www.gbif.org/species/5993181",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Histeridae","Aeletes"
"273","Aeneolamia flavilatera",6,"https://www.gbif.org/species/2019693",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cercopidae","Aeneolamia"
"274","Aequidens metae",1,"https://www.gbif.org/species/5208319","https://catalogo.biodiversidad.co/file/5972389f2f4fd7bc7f3a7cdc/summary","Animalia","Chordata",NA,"Perciformes","Cichlidae","Aequidens"
"275","Aeria eurimedia",2,"https://www.gbif.org/species/5133581",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aeria"
"276","Aerolindigia capillacea",15,"https://www.gbif.org/species/2680050",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Aerolindigia"
"277","Aeronautes montivagus",669,"https://www.gbif.org/species/2477116",NA,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Aeronautes"
"278","Aeschynomene americana",20,"https://www.gbif.org/species/2949235",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene"
"279","Aeschynomene villosa",5,"https://www.gbif.org/species/2949366",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene"
"280","Aetalion fissum",15,"https://www.gbif.org/species/9420074",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Aetalionidae","Aetalion"
"281","Aetalion nigromarginatum",1,"https://www.gbif.org/species/9392383",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Aetalionidae","Aetalion"
"282","Aetalion reticulatum",3,"https://www.gbif.org/species/9597237",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Aetalionidae","Aetalion"
"283","Aetalion variabile",1,"https://www.gbif.org/species/9347760",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Aetalionidae","Aetalion"
"284","Aetanthus colombianus",26,"https://www.gbif.org/species/4003796",NA,"Plantae","Tracheophyta","Magnoliopsida","Santalales","Loranthaceae","Aetanthus"
"285","Aetanthus mutisii",48,"https://www.gbif.org/species/4003577","https://catalogo.biodiversidad.co/file/56c40af2f0106c67230e7376/summary","Plantae","Tracheophyta","Magnoliopsida","Santalales","Loranthaceae","Aetanthus"
