"","Especie","Registros","GBIF","CBC","Reino","Filo","Clase","Orden","Familia","Género"
"167","Agapostemon semimelleus",1,"https://www.gbif.org/species/5042870",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Agapostemon"
"168","Agarista albiflora",15,"https://www.gbif.org/species/5684833",NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista"
"169","Agave americana",8,"https://www.gbif.org/species/2767031","https://catalogo.biodiversidad.co/file/5957e9b72f4fd7bc7f39ce0c/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave"
"170","Agave cundinamarcensis",2,"https://www.gbif.org/species/2767106",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave"
"171","Agave sylvesteriana",7,"https://www.gbif.org/species/12177523",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave"
"172","Ageratina ampla",6,"https://www.gbif.org/species/5400813",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"173","Ageratina angustifolia",7,"https://www.gbif.org/species/5400722",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"174","Ageratina apollinairei",6,"https://www.gbif.org/species/5400727",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"175","Ageratina arbutifolia",7,"https://www.gbif.org/species/5400677",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"176","Ageratina aristei",3,"https://www.gbif.org/species/5400565",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"177","Ageratina asclepiadea",36,"https://www.gbif.org/species/5400468","https://catalogo.biodiversidad.co/file/56c40db6f0106c67230e7378/summary","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"178","Ageratina baccharoides",22,"https://www.gbif.org/species/5400734",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"179","Ageratina boyacensis",18,"https://www.gbif.org/species/5400816",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"180","Ageratina elegans",26,"https://www.gbif.org/species/5400577",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"181","Ageratina fastigiata",32,"https://www.gbif.org/species/5691249","https://catalogo.biodiversidad.co/file/56c41081f0106c67230e7379/summary","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"182","Ageratina flaviseta",2,"https://www.gbif.org/species/5400347",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"183","Ageratina glechonophylla",1,"https://www.gbif.org/species/5402753",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"184","Ageratina glyptophlebia",105,"https://www.gbif.org/species/5400495","https://catalogo.biodiversidad.co/file/56c41278f0106c67230e737b/summary","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"185","Ageratina gracilis",166,"https://www.gbif.org/species/5400407","https://catalogo.biodiversidad.co/file/56c41cfef0106c67230e7380/summary","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"186","Ageratina gynoxoides",19,"https://www.gbif.org/species/5400729",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"187","Ageratina killipii",2,"https://www.gbif.org/species/5691143",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"188","Ageratina latipes",29,"https://www.gbif.org/species/5400509",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"189","Ageratina mutiscuensis",8,"https://www.gbif.org/species/5400243",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"190","Ageratina neriifolia",1,"https://www.gbif.org/species/5400528",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"191","Ageratina ocanensis",3,"https://www.gbif.org/species/5400725",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"192","Ageratina pichinchensis",12,"https://www.gbif.org/species/5400249","https://catalogo.biodiversidad.co/file/56c4171df0106c67230e737d/summary","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"193","Ageratina popayanensis",16,"https://www.gbif.org/species/5400619",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"194","Ageratina psilodora",1,"https://www.gbif.org/species/5400212",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"195","Ageratina sodiroi",1,"https://www.gbif.org/species/5400719",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"196","Ageratina theaefolia",114,"https://www.gbif.org/species/5400289",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"197","Ageratina theifolia",5,"https://www.gbif.org/species/5705326",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"198","Ageratina tinifolia",130,"https://www.gbif.org/species/5400672",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"199","Ageratina trianae",9,"https://www.gbif.org/species/5705308",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"200","Ageratina vacciniaefolia",10,"https://www.gbif.org/species/5400656",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"201","Ageratina vacciniifolia",76,"https://www.gbif.org/species/5705289","https://catalogo.biodiversidad.co/file/56c590daf0106c67230e73aa/summary","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina"
"202","Ageratum conyzoides",30,"https://www.gbif.org/species/5401673","https://catalogo.biodiversidad.co/file/593b61602f4fd7bc7f387851/summary","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratum"
"203","Ageratum houstonianum",3,"https://www.gbif.org/species/5401760",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratum"
"204","Agesander ruficornis",18,"https://www.gbif.org/species/1703199",NA,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Agesander"
"205","Aglaeactis cupripennis",342,"https://www.gbif.org/species/2476308",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Aglaeactis"
"206","Aglaiocercus coelestis",1,"https://www.gbif.org/species/2476385",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Aglaiocercus"
"207","Aglaiocercus kingii",274,"https://www.gbif.org/species/2476388","https://catalogo.biodiversidad.co/file/56bdec08f0106c67230e72ed/summary","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Aglaiocercus"
"208","Aglaoctenus lagotis",2,"https://www.gbif.org/species/2146896",NA,"Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Aglaoctenus"
"209","Agouticarpa williamsii",5,"https://www.gbif.org/species/2898480",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Agouticarpa"
"210","Agropogon lutosus",1,"https://www.gbif.org/species/4125930",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropogon"
"211","Agrostis boyacensis",115,"https://www.gbif.org/species/4125732",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"212","Agrostis breviculmis",63,"https://www.gbif.org/species/2706517",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"213","Agrostis capillaris",1,"https://www.gbif.org/species/2706490",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"214","Agrostis castellana",1,"https://www.gbif.org/species/2706501",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"215","Agrostis foliata",26,"https://www.gbif.org/species/4123079",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"216","Agrostis imberbis",2,"https://www.gbif.org/species/4121761",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"217","Agrostis jahnii",1,"https://www.gbif.org/species/5942713",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"218","Agrostis mertensii",9,"https://www.gbif.org/species/2706518",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"219","Agrostis meyenii",4,"https://www.gbif.org/species/5827744",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"220","Agrostis perennans",34,"https://www.gbif.org/species/2706477",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"221","Agrostis scabrifolia",13,"https://www.gbif.org/species/4117001",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"222","Agrostis tolucensis",23,"https://www.gbif.org/species/4115072",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"223","Agrostis turrialbae",9,"https://www.gbif.org/species/4114702",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis"
"224","Agrostopoa woodii",3,"https://www.gbif.org/species/4113786",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostopoa"
"225","Agyneta disjuncta",1,"https://www.gbif.org/species/7852954",NA,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta"
"226","Aiouea angulata",6,"https://www.gbif.org/species/4176141",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea"
"227","Aiouea montana",16,"https://www.gbif.org/species/9671278","https://catalogo.biodiversidad.co/file/56e738f583c45700544e3f55/summary","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea"
"228","Aiouea obscura",1,"https://www.gbif.org/species/4183412",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea"
"229","Aiphanes concinna",9,"https://www.gbif.org/species/2738717",NA,"Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Aiphanes"
"230","Aiphanes horrida",5,"https://www.gbif.org/species/2738639","https://catalogo.biodiversidad.co/file/56cf3d903c16479905cba7d1/summary","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Aiphanes"
"231","Aiphanes lindeniana",13,"https://www.gbif.org/species/2738716","https://catalogo.biodiversidad.co/file/56707d0df289f5a40c0cd2e1/summary","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Aiphanes"
"232","Alansmia cultrata",7,"https://www.gbif.org/species/7760045",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"233","Alansmia dependens",1,"https://www.gbif.org/species/8258919",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"234","Alansmia heteromorpha",4,"https://www.gbif.org/species/7994136",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"235","Alansmia immixta",1,"https://www.gbif.org/species/8306707",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"236","Alansmia lanigera",16,"https://www.gbif.org/species/8166954",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"237","Alansmia laxa",2,"https://www.gbif.org/species/7408091",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"238","Alansmia senilis",10,"https://www.gbif.org/species/8069749",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"239","Alansmia smithii",2,"https://www.gbif.org/species/7537257",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"240","Alansmia stella",1,"https://www.gbif.org/species/7872873",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"241","Alansmia variabilis",6,"https://www.gbif.org/species/8251410",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Alansmia"
"242","Alastos batesii",2,"https://www.gbif.org/species/8625892",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Alastos"
"243","Albizia carbonaria",23,"https://www.gbif.org/species/2973135","https://catalogo.biodiversidad.co/file/595d309a2f4fd7bc7f3a18a3/summary","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Albizia"
"244","Albizia niopoides",2,"https://www.gbif.org/species/2973046",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Albizia"
"245","Albizia subdimidiata",6,"https://www.gbif.org/species/2973285",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Albizia"
"246","Alchisme grossa",2,"https://www.gbif.org/species/2024114",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Alchisme"
"247","Alchisme inermis",26,"https://www.gbif.org/species/2024104",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Alchisme"
"248","Alchisme ustulata",2,"https://www.gbif.org/species/2024096",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Alchisme"
"249","Alchornea acutifolia",1,"https://www.gbif.org/species/3055435",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"250","Alchornea bogotensis",3,"https://www.gbif.org/species/3055422",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"251","Alchornea coelophylla",14,"https://www.gbif.org/species/3055469","https://catalogo.biodiversidad.co/file/595a7f212f4fd7bc7f39e1cf/summary","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"252","Alchornea discolor",9,"https://www.gbif.org/species/3055354",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"253","Alchornea floribunda",1,"https://www.gbif.org/species/3055490",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"254","Alchornea glandulosa",89,"https://www.gbif.org/species/3055361","https://catalogo.biodiversidad.co/file/595a83092f4fd7bc7f39e325/summary","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"255","Alchornea grandiflora",30,"https://www.gbif.org/species/3055553",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"256","Alchornea grandis",2,"https://www.gbif.org/species/3055423",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"257","Alchornea latifolia",23,"https://www.gbif.org/species/3055359","https://catalogo.biodiversidad.co/file/595a84ef2f4fd7bc7f39e400/summary","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"258","Alchornea megalophylla",5,"https://www.gbif.org/species/3055552","https://catalogo.biodiversidad.co/file/5956bff22f4fd7bc7f39b9e0/summary","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"259","Alchornea triplinervia",42,"https://www.gbif.org/species/3055511","https://catalogo.biodiversidad.co/file/5956c3062f4fd7bc7f39ba76/summary","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea"
"260","Alectoria ochroleuca",13,"https://www.gbif.org/species/5261195",NA,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Alectoria"
"261","Aleiodes colberti",1,"https://www.gbif.org/species/9221286",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes"
"262","Aleiodes napo",1,"https://www.gbif.org/species/9212167",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes"
"263","Aleuritopteris farinosa",1,"https://www.gbif.org/species/3749872",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Aleuritopteris"
"264","Aleurocystis hakgallae",1,"https://www.gbif.org/species/2553152",NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,"Aleurocystis"
"265","Aleurodiscus croceus",3,"https://www.gbif.org/species/2552836",NA,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus"
"266","Alibertia claviflora",4,"https://www.gbif.org/species/5340527",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Alibertia"
"267","Alibertia edulis",2,"https://www.gbif.org/species/5335670",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Alibertia"
"268","Alibertia patinoi",1,"https://www.gbif.org/species/7825670","https://catalogo.biodiversidad.co/file/5fe3fb54840ca9d3043e2c3c/summary","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Alibertia"
"269","Allamanda cathartica",5,"https://www.gbif.org/species/3169836","https://catalogo.biodiversidad.co/file/56e4b05b83c45700544e3e4a/summary","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Allamanda"
"270","Alleniella chilensis",16,"https://www.gbif.org/species/7366761",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Neckeraceae","Alleniella"
"271","Alleniella ehrenbergii",6,"https://www.gbif.org/species/12252375",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Neckeraceae","Alleniella"
"272","Alleniella scabridens",38,"https://www.gbif.org/species/7826544",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Neckeraceae","Alleniella"
"273","Allionia incarnata",3,"https://www.gbif.org/species/5384861",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Allionia"
"274","Allium sativum",2,"https://www.gbif.org/species/2856681",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium"
"275","Allobates brunneus",13,"https://www.gbif.org/species/2426329",NA,"Animalia","Chordata","Amphibia","Anura","Aromobatidae","Allobates"
"276","Allobates cepedai",1,"https://www.gbif.org/species/2426335","https://catalogo.biodiversidad.co/file/5f7e19365d603ff70fa80026/summary","Animalia","Chordata","Amphibia","Anura","Aromobatidae","Allobates"
"277","Allobates juanii",36,"https://www.gbif.org/species/2426319","https://catalogo.biodiversidad.co/file/5f7e1bab5d603ff70fa8013b/summary","Animalia","Chordata","Amphibia","Anura","Aromobatidae","Allobates"
"278","Allobates niputidea",3,"https://www.gbif.org/species/2426283",NA,"Animalia","Chordata","Amphibia","Anura","Aromobatidae","Allobates"
"279","Allobriquetia spicata",1,"https://www.gbif.org/species/11187551",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Allobriquetia"
"280","Alloesia chlorophana",4,"https://www.gbif.org/species/1100661",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Alloesia"
